DATA AS OF,DEVELOPMENT,HUD AMP#,TDS#,CONSOLIDATED TDS#,DEVELOPMENT EDP#,OPERATING EDP#,HUD #,PROGRAM,METHOD,TYPE,NUMBER OF SECTION 8 TRANSITION APARTMENTS,NUMBER OF CURRENT APARTMENTS,TOTAL NUMBER OF APARTMENTS,NUMBER OF RENTAL ROOMS,AVG NO R/R PER APARTMENT,POPULATION SECTION 8 TRANSITION,POPULATION PUBLIC HOUSING,TOTAL POPULATION,TOTAL # OF FIXED INCOME HOUSEHOLD,PERCENT FIXED INCOME HOUSEHOLDS,NUMBER OF RESIDENTIAL BLDGS,NUMBER OF NON-RESIDENTIAL BLDGS,NUMBER OF STAIRHALLS,NUMBER OF STORIES,TOTAL AREA SQ FT,ACRES,NET DEV AREA SQ FT,EXCLUDING PARK ACRES,BLDG COVERAGE SQ FT,CUBAGE CU FT,BLDG COVERAGE %,DENSITY,DEVELOPMENT COST,PER RENTAL ROOM,AVG MONTHLY GROSS RENT,LOCATION STREET A,LOCATION STREET B,LOCATION STREET C,LOCATION STREET D,BOROUGH,COMMUNITY DISTIRCT,US CONGRESSIONAL DISTRICT,NY STATE SENATE DISTRICT,NY STATE ASSEMBLY DISTRICT,NY CITY COUNCIL DISTRICT,COMPLETION DATE,FEDERALIZED DEVELOPMENT,SENIOR DEVELOPMENT,ELECTRICITY PAID BY RESIDENTS,PRIVATE MANAGEMENT,RAD TRANSFERRED DATE
1/1/2024,EAGLE AVENUE-EAST 163RD STREET,NY005000590,224,59,343,236,NY005165,FEDERAL,TURNKEY,NEW CONST,,66,66,279,4.23,0,138,138,,,1,0,1,6,"28,125.00",0.65,"28,125",0.65,"9,828","598,000",34.94%,212,"$1,710,901","$6,078",$530,EAGLE AVE,E 163RD ST,THIRD AVE,E 161ST ST,BRONX,3,15,32,79,17,5/31/1971,,,,,09/28/2023
1/1/2024,EDENWALD,NY005000570,57,57,214,214,NY005019,FEDERAL,CONVENTIONAL,NEW CONST,,"1,976","2,039","9,411.00",4.76,0,"4,503","4,503",,,40,2,68,3—14,"2,129,275.00",48.88,"2,023,005",46.44,"344,433","17,847,449",16.18%,92,"$22,862,156","$2,359",$581,GRENADA PL,BAYCHESTER AVE,E 225TH ST,LACONIA AVE,BRONX,12,16,36,83,12,10/30/1953,,,,,06/27/2023
1/1/2024,FENIMORE-LEFFERTS,NY005011670,205,167,322,283,NY005129,FEDERAL,TURNKEY,NEW CONST,,35,36,175.5,5.01,0,86,86,,,18,0,18,2,"33,705.00",0.77,"33,705",0.77,"20,339","564,300",60.34%,112,"$633,673","$3,520",$805,FENIMORE ST,TROY AVE,LEFFERTS AVE,NOSTRAND AVE,BROOKLYN,9,9,20,43,40,9/30/1969,,,YES,,11/28/2023
1/1/2024,FIORENTINO PLAZA,NY005012610,207,261,375,375,NY005188,FEDERAL,CONVENTIONAL,NEW CONST,,155,160,774.5,5,0,422,422,,,8,0,,4,"95,000.00",2.18,"95,000",2.18,"42,189","1,916,306",44.41%,194,"$6,138,432","$7,712",$602,GLENMORE AVE,VAN SICLEN AVE,PITKIN AVE,WYONA ST,BROOKLYN,5,8,19,54,42,10/31/1971,,,,,12/28/2021
1/1/2024,FORT WASHINGTON AVENUE REHAB,NY005013090,309,309,341,341,NY005266,FEDERAL,TURNKEY,REHAB (ELD),,226,226,814,3.6,0,275,275,,,1,0,2,7,"112,034.00",2.57,"112,034",2.57,"43,735","3,690,779",39.04%,107,"$16,237,236","$19,862",$318,RIVERSIDE DR,W 163RD ST,FT WASHINGTON AVE,W 165TH ST,MANHATTAN,12,13,31,71,10,10/1/1985,,EXCLUSIVELY,YES,,11/30/2020
1/1/2024,FRANKLIN AVENUE I CONVENTIONAL,NY005015310,525,531,479,482,NY005314,FEDERAL,CONVENTIONAL,REHAB,,60,61,264,4.4,,140,140,,,3,0,3,5,"28,251.00",0.65,"28,251",0.65,"10,811","649,812",38.27%,215,"$5,015,464","$17,629",$553,E 169TH ST,FRANKLIN AVE,E 170TH ST,,BRONX,3,15,32,79,16,8/31/1994,,,YES,YES,11/30/2018
1/1/2024,FRANKLIN AVENUE II CONVENTIONAL,NY005015310,531,531,482,482,NY005346,FEDERAL,CONVENTIONAL,REHAB,,45,45,196.5,4.37,,92,92,,,3,0,3,5,"19,319.00",0.44,"19,319",0.44,"8,080","508,109",41.82%,209,"$3,401,250","$17,309",$526,E 169TH ST,FRANKLIN AVE,E 170TH ST,,BRONX,3,15,32,79,"16, 17",8/31/1994,,,YES,YES,11/30/2018
1/1/2024,FRANKLIN AVENUE III CONVENTIONAL,NY005015310,524,531,480,482,NY005348,FEDERAL,CONVENTIONAL,REHAB,,15,15,65.5,4.37,,37,37,,,1,0,1,5,"4,200.00",0.1,"4,200",0.1,"2,803","150,400",66.74%,370,"$1,189,930","$18,167",$476,FRANKLIN AVE,E 170TH ST,CLINTON AVE,JEFFERSON PL,BRONX,3,15,32,79,17,8/31/1994,,,YES,YES,11/30/2018
1/1/2024,GRAMPION,NY005010300,281,30,507,503,NY005210,FEDERAL,CONVENTIONAL,REHAB,,33,35,148.5,4.5,0,68,68,,,1,0,1,7,"7,144.00",0.16,"7,144",0.16,"5,000","377,500",69.99%,425,"$817,621","$5,094",$613,W 119TH ST,SAINT NICHOLAS AVE,,,MANHATTAN,10,13,30,70,9,5/17/1977,,,YES,,11/30/2020
1/1/2024,HARLEM RIVER,NY005010030,3,3,201,201,NY005042,FEDERAL,CONVENTIONAL,NEW CONST,,559,577,"2,179.50",3.9,0,"1,043","1,043",,,7,0,47,4—5,"322,075.00",7.39,"313,137",7.19,"103,777","5,237,933",32.22%,141,"$4,147,782","$2,103",$538,MACOMBS PL,HARLEM RIVER DR,W 151ST ST,W 153RD ST,MANHATTAN,10,13,30,71,9,10/1/1937,,,,,02/17/2022
1/1/2024,HARLEM RIVER II,NY005010030,147,3,256,201,NY005051,FEDERAL,CONVENTIONAL,NEW CONST,,114,116,507,4.45,0,281,281,,,1,0,1,15,"28,815.00",0.66,"28,815",0.66,"7,281","981,227",25.27%,426,"$2,605,601","$5,059",$618,DOUGLASS BLVD,W 152ND ST,MACOMBS PL,W 151ST ST,MANHATTAN,10,13,30,71,9,10/31/1965,,,,,02/17/2022
1/1/2024,HIGHBRIDGE REHABS (ANDERSON AVENUE),NY005015310,370,531,808,482,NY005312,FEDERAL,TURNKEY,REHAB,,135,135,640.5,4.74,,347,347,,,4,0,4,5—6,"36,729.00",0.84,"36,729",0.84,"27,249","1,778,952",74.19%,413,"$13,271,641","$20,721",$527,ANDERSON AVE,W 166TH ST,NELSON AVE,W 167TH ST,BRONX,4,15,29,77,16,4/30/1997,,,YES,YES,11/30/2018
1/1/2024,HIGHBRIDGE REHABS (NELSON AVENUE),NY005015310,371,531,809,482,NY005313,FEDERAL,TURNKEY,REHAB,,80,80,380,4.75,,198,198,,,3,0,3,5—6,"37,492.00",0.87,"37,492",0.87,"18,840","1,042,289",50.25%,228,"$8,428,841","$22,181",$617,W 166TH ST,NELSON AVE,W 168TH ST,,BRONX,4,15,29,77,16,10/31/1996,,,YES,YES,11/30/2018
1/1/2024,HOPE GARDENS,NY005012470,247,247,546,546,NY005218,FEDERAL,CONVENTIONAL,NEW CONST,,323,330,"1,404.50",4.35,,696,696,,,4,1,4,7—14,"202,500.00",4.65,"202,500",4.65,"41,000","351,600",20.25%,150,"$20,632,339","$14,504",$511,LINDEN ST,WILSON AVE,GROVE ST,,BROOKLYN,4,7,18,53,37,8/31/1981,,PARTIALLY,YES,,07/18/2019
1/1/2024,HOWARD AVENUE,NY005013510,339,351,782,765,NY005261,FEDERAL,TURNKEY,NEW CONST,,143,150,648.5,4.53,0,336,336,,,5,1,25,3,"132,915.00",3.05,"132,915",3.05,"50,568","1,536,736",38.05%,110,"$11,464,557","$15,641",$699,EAST NEW YORK AVE,GRAFTON ST,SUTTER AVE,TAPSCOTT ST,BROOKLYN,16,"08, 09",25,55,41,8/1/1988,,,YES,,11/28/2023
1/1/2024,HOWARD AVENUE-PARK PLACE,NY005013510,365,351,551,551,NY005225,FEDERAL,TURNKEY,NEW CONST,,148,156,742,5.01,0,394,394,,,8,0,156,3,"197,563.00",4.54,"197,563",4.54,"54,978","1,657,275",27.83%,87,"$15,843,706","$20,286",$681,HOWARD AVE,STERLING PL,EASTERN PKWY,SAINT JOHNS PL,BROOKLYN,16,9,25,55,41,8/31/1994,,,YES,,11/28/2023
1/1/2024,INDEPENDENCE,NY005021400,140,234,442,442,NY005376,MIXED FINANCE/LLC2,CONVENTIONAL,NEW CONST,242,734,744,"3,302.00",4.5,524,"1,166","1,690",,,6,0,6,21,"232,000.00",5.33,"232,000",5.33,"44,685","6,457,003",19.26%,317,"$14,543,000","$4,344",$516,CLYMER ST,WILSON ST,WYTHE AVE,BEDFORD AVE,BROOKLYN,1,7,18,50,34,10/31/1965,,,,,02/12/2020
1/1/2024,LENOX ROAD-ROCKAWAY PARKWAY,NY005011670,348,167,763,763,NY005292,FEDERAL,TURNKEY,REHAB,,71,74,316.5,4.46,0,151,151,,,3,0,3,4,"24,000.00",0.55,"24,000",0.55,"18,791","943,450",78.30%,275,"$4,669,919","$14,281",$604,KINGS HIGHWAY,E 98TH ST,WILIMOHR ST,E 97TH ST,BROOKLYN,17,9,19,"55, 58",41,9/1/1985,,,YES,,11/28/2023
1/1/2024,LINDEN,NY005020950,95,95,672,672,NY005377,MIXED FINANCE/LLC2,CONVENTIONAL,NEW CONST,495,"1,583","1,586","7,297.50",4.61,"1,271","2,050","3,321",,,19,2,19,8—14,"1,299,426.00",29.83,"1,299,426",29.83,"173,020","14,333,039",13.06%,111,"$20,230,969","$2,767",$584,VERMONT ST,STANLEY AVE,SCHENCK AVE,COZINE AVE,BROOKLYN,5,8,19,60,42,7/17/1958,,,,,12/28/2021
1/1/2024,MANHATTANVILLE REHAB (GROUP 2),NY005010810,296,81,557,558,NY005235,FEDERAL,CONVENTIONAL,REHAB,,46,46,187,4.07,0,85,85,,,3,0,3,5—6,"11,843.00",0.27,"11,843",0.27,"8,099","434,570",68.39%,315,"$6,002,000","$32,096",$530,BROADWAY,W 134TH ST,AMSTERDAM AVE,W 135TH ST,MANHATTAN,9,13,30,70,7,11/1/1988,,,YES,,11/30/2020
1/1/2024,MANHATTANVILLE REHAB (GROUP 3),NY005010810,297,81,558,558,NY005236,FEDERAL,CONVENTIONAL,REHAB,,51,51,220.5,4.32,0,112,112,,,2,0,2,5—6,"13,988.00",0.32,"13,988",0.32,"9,930","547,624",70.99%,350,"$3,652,758","$16,603",$447,BROADWAY,W 133RD ST,AMSTERDAM AVE,W 134TH ST,MANHATTAN,9,13,30,70,7,9/30/1983,,,YES,,11/30/2020
1/1/2024,MARCY AVENUE-GREENE AVENUE SITE A,NY005013590,363,359,803,840,NY005300,FEDERAL,TURNKEY,NEW CONST,,48,48,231,4.81,,128,128,,,2,0,7,3,"51,104.00",1.17,"51,104",1.17,"16,354","434,689",32.00%,109,"$5,042,549","$21,829",$566,GREENE AVE,MARCY AVE,NOSTRAND AVE,LEXINGTON AVE,BROOKLYN,3,8,25,56,36,6/30/1997,,,YES,YES,02/12/2020
1/1/2024,MARCY AVENUE-GREENE AVENUE SITE B,NY005013590,358,359,804,840,NY005293,FEDERAL,TURNKEY,NEW CONST,,30,30,145,4.83,,71,71,,,1,0,5,3,"36,926.00",0.85,"36,926",0.85,"10,081","267,953",27.30%,84,"$3,168,261","$21,850",$566,GREENE AVE,MARCY AVE,NOSTRAND AVE,LEXINGTON AVE,BROOKLYN,3,8,25,56,36,6/30/1997,,,YES,YES,02/12/2020
1/1/2024,MARSHALL PLAZA,NY005010030,344,125,754,754,NY005265,FEDERAL,TURNKEY,NEW CONST (ELD),,154,180,539,3.5,0,183,183,,,1,0,1,13,"20,083.00",0.46,"20,083",0.46,"10,354","1,181,481",51.56%,398,"$12,233,985","$19,419",$305,BROADWAY,W 158TH ST,AMSTERDAM AVE,W 157TH ST,MANHATTAN,12,13,31,71,10,6/30/1986,,EXCLUSIVELY,YES,,01/10/2023
1/1/2024,MURPHY,NY005021330,133,133,447,447,NY005381,MIXED FINANCE/LLC2,CONVENTIONAL,NEW CONST,117,281,281,"1,294.50",4.61,290,401,691,,,2,0,2,20,"114,593.00",2.63,"114,593",2.63,"20,188","2,548,312",17.62%,263,"$5,539,000","$4,277",$462,CROTONA AVE,CROTONA PARK NO,CROSS BRONX EXPWY,,BRONX,6,15,32,79,15,3/31/1964,,,,,12/27/2018
1/1/2024,OCEAN BAY APARTMENTS (BAYSIDE),NY005010980,98,98,571,571,NY005244D,FEDERAL,CONVENTIONAL,NEW CONST,,"1,393","1,395","6,670.50",4.79,,"3,729","3,729",,,24,0,28,7—9,"1,408,080.00",32.33,"1,408,080",32.33,"215,090","13,059,717",15.28%,115,"$22,956,000","$3,446",$503,B 58TH ST,ALAMEDA AVE,B 51ST ST,BEACH CHANNEL DR,QUEENS,14,5,10,31,31,9/25/1961,1979/08/01-ATP 4,,,,12/31/2016
1/1/2024,OCEAN HILL-BROWNSVILLE,NY005013510,313,351,287,765,NY005257,FEDERAL,TURNKEY,REHAB,,119,125,517.5,4.35,0,281,281,,,5,0,5,4,"242,141.00",5.56,"242,141",5.56,"78,188","2,000,000",32.29%,51,"$8,068,686","$14,942",$619,RALPH AVE,ATLANTIC AVE,SARATOGA AVE,DEAN ST,BROOKLYN,16,8,25,55,41,11/10/1986,,,YES,,11/28/2023
1/1/2024,PALMETTO GARDENS,NY005012470,195,247,393,393,NY005196,FEDERAL,TURNKEY,NEW CONST (ELD),,113,115,340.5,3.01,,117,117,,,1,0,1,6,"27,419.00",0.63,"27,419",0.63,"12,739","750,300",46.46%,186,"$4,584,000","$12,257",$315,PALMETTO ST,GATES AVE,EVERGREEN AVE,BUSHWICK AVE,BROOKLYN,4,7,18,54,37,3/31/1977,,EXCLUSIVELY,,,07/18/2019
1/1/2024,"PARK AVENUE-EAST 122ND, 123RD STREETS",NY005012410,204,241,321,346,NY005127,FEDERAL,TURNKEY,NEW CONST,,89,90,415.5,4.67,0,209,209,,,2,1,2,6,"32,127.00",0.74,"32,127",0.74,"14,614","950,094",45.49%,282,"$2,101,938","$5,017",$554,E 122ND ST,PARK AVE,E 123RD ST,LEXINGTON AVE,MANHATTAN,11,13,30,68,9,3/31/1970,,,,,11/30/2020
1/1/2024,PARK ROCK REHAB,NY005013510,351,351,765,765,NY005285,FEDERAL,TURNKEY,REHAB,,126,134,548,4.35,0,282,282,,,9,0,9,4,"53,914.00",1.24,"53,914",1.24,"33,105","166,531",61.40%,227,"$10,500,000","$18,041",$674,BELMONT AVE,JEROME ST,SUTTER AVE,BARBEY ST,BROOKLYN,8,9,20,55,36,9/1/1986,,,YES,,11/28/2023
1/1/2024,PENNSYLVANIA AVENUE-WORTMAN AVENUE,NY005011940,194,194,305,305,NY005091,FEDERAL,CONVENTIONAL,NEW CONST,,335,336,"1,339.50",4,0,618,618,,,3,1,3,8—16,"236,930.00",5.44,"236,930",5.44,"40,998","2,712,190",17.30%,114,"$11,936,021","$8,606",$470,PENNSYLVANIA AVE,WORTMAN AVE,STANLEY AVE,VERMONT ST,BROOKLYN,5,8,19,60,42,9/30/1972,,,,,12/28/2021
1/1/2024,PUBLIC SCHOOL 139 (CONVERSION),NY005011110,340,111,774,774,NY005260,FEDERAL,TURNKEY,REHAB (ELD),,125,125,423.5,3.39,0,137,137,,,1,0,2,5,"64,945.00",1.49,"64,945",1.49,"26,325","2,943,660",40.53%,92,"$7,898,759","$18,348",$359,"W 139,140TH STS",POWELL BLVD,LENOX AVE,,MANHATTAN,10,13,30,70,9,10/8/1986,,EXCLUSIVELY,YES,,11/30/2020
1/1/2024,RALPH AVENUE REHAB,NY005011670,352,167,771,763,NY005290,FEDERAL,TURNKEY,REHAB,,111,118,501.5,4.52,0,249,249,,,5,0,5,4,"70,486.00",1.62,"70,486",1.62,"27,982","3,052,668",39.70%,154,"$6,714,551","$12,693",$675,EAST NEW YORK AVE,RALPH AVE,SUTTER AVE,E 98TH ST,BROOKLYN,16,9,25,55,41,12/23/1986,,,YES,,11/28/2023
1/1/2024,REID APARTMENTS,NY005011670,167,167,283,283,NY005089,FEDERAL,CONVENTIONAL,NEW CONST (ELD),,199,230,602.5,3.03,0,207,207,,,1,0,1,20,"68,762.00",1.58,"68,762",1.58,"13,285","1,397,832",19.32%,131,"$3,910,160","$5,227",$349,TROY AVE,ALBANY AVE,EAST NEW YORK AVE,MAPLE ST,BROOKLYN,9,9,20,43,40,11/30/1969,,EXCLUSIVELY,,,11/28/2023
1/1/2024,RUTLAND TOWERS,NY005011670,282,167,508,283,NY005211,FEDERAL,CONVENTIONAL,REHAB,,60,61,218,3.63,0,98,98,,,1,0,1,6,"19,400.00",0.45,"19,400",0.45,"13,470","642,963",69.43%,218,"$1,594,181","$6,727",$604,EAST NEW YORK AVE,E 91ST ST,E 92ND ST,RUTLAND RD,BROOKLYN,17,9,19,58,41,5/17/1977,,,,,11/28/2023
1/1/2024,SAMUEL (MHOP) I,NY005013170,389,359,847,847,NY005335,MHOP,CONVENTIONAL,REHAB,,31,53,138.5,4.47,0,49,49,,,5,0,5,5,"13,819.00",0.32,"13,819",0.32,"11,274","607,774",81.58%,153,"$4,630,200","$19,661",$795,W 139TH ST,AC POWELL BLVD,W 141ST ST,LENOX AVE,MANHATTAN,10,13,30,70,9,1/31/1994,,,YES,YES,11/30/2020
1/1/2024,SAMUEL (MHOP) II,NY005013170,398,359,871,871,NY005345,MHOP,CONVENTIONAL,REHAB,,4,10,20,5,0,12,12,,,1,0,1,5,"3,098.00",0.07,"3,098",0.07,"2,326","114,675",75.08%,171,"$967,700","$20,160","$1,061",AC POWELL BLVD,W 139TH ST,LENOX AVE,,MANHATTAN,10,13,30,70,9,7/31/1993,,,YES,YES,11/30/2020
1/1/2024,SAMUEL (MHOP) III,NY005013170,399,359,483,483,NY005359,MHOP,CONVENTIONAL,REHAB,,2,10,9,4.5,0,3,3,,,1,0,1,5,"5,396.00",0.12,"5,396",0.12,"1,599","114,675",29.63%,25,"$887,005","$20,159",$823,AC POWELL BLVD,W 142ND ST,LENOX AVE,,MANHATTAN,10,13,30,71,9,6/30/1995,,,YES,YES,11/30/2020
1/1/2024,SOUTH BRONX AREA (SITE 402),NY005013420,305,342,550,753,NY005224,FEDERAL,TURNKEY,NEW CONST,,111,114,586.5,5.28,0,357,357,,,4,0,19,3,"149,500.00",3.43,"149,500",3.43,"41,764","1,301,202",27.94%,104,"$8,902,455","$14,764",$688,E 158TH ST,E 161ST ST,CAULDWELL AVE,EAGLE AVE,BRONX,1,15,32,79,17,5/1/1988,,,YES,,09/28/2023
1/1/2024,STEBBINS AVENUE-HEWITT PLACE,NY005013420,353,342,770,753,NY005280,FEDERAL,TURNKEY,NEW CONST,,118,120,531,4.5,0,247,247,,,2,0,14,3,"123,156.00",2.83,"123,156",2.83,"42,267","1,098,942",34.32%,87,"$8,851,338","$16,391",$585,HEWITT PL,WESTCHESTER AVE,REV JAMES A POLITE AVE,DAWSON ST,BRONX,2,14,32,85,17,4/17/1987,,,YES,,09/28/2023
1/1/2024,STERLING PLACE REHABS (SAINT JOHNS-STERLING),NY005013510,366,351,801,765,NY005250,FEDERAL,TURNKEY,REHAB,,82,83,435,5.3,0,247,247,,,5,0,5,4,"49,149.00",1.13,"49,149",1.13,"28,039","1,312,849",57.05%,219,"$9,091,865","$20,640",$669,SAINT JOHNS PL & PARK PL,STERLING PL,BUFFALO AVE & UTICA AVE,RALPH AVE,BROOKLYN,8,9,20,55,"36, 41",5/11/1991,,,YES,,11/28/2023
1/1/2024,STERLING PLACE REHABS (STERLING-BUFFALO),NY005013510,368,351,837,765,NY005305,FEDERAL,TURNKEY,REHAB,,122,125,580,4.75,0,310,310,,,7,0,7,4,"48,928.00",1.12,"48,928",1.12,"36,119","1,656,285",73.82%,277,"$12,235,716","$20,616",$647,SAINT JOHNS PL & PARK PL,STERLING PL,BUFFALO AVE & UTICA AVE,RALPH AVE,BROOKLYN,8,9,20,55,"36, 41",5/11/1991,,,YES,,11/28/2023
1/1/2024,SUTTER AVENUE-UNION STREET,NY005011670,369,167,807,203,NY005311,FEDERAL,TURNKEY,REHAB,,99,100,461.5,4.66,0,234,234,,,3,0,3,4—6,"37,500.00",0.86,"37,500",0.86,"21,424","1,011,839",57.13%,272,"$9,370,007","$20,064",$728,SUTTER AVE,UNION STREET,EAST NEW YORK AVE,,BROOKLYN,16,9,25,55,41,8/31/1995,,,YES,,11/28/2023
1/1/2024,TAPSCOTT STREET REHAB,NY005011670,354,167,775,763,NY005278,FEDERAL,TURNKEY,REHAB,,150,155,667,4.45,0,320,320,,,8,0,8,4,"64,755.00",1.49,"64,755",1.49,"37,312","1,679,040",57.62%,215,"$10,106,270","$14,721",$641,SUTTER AVE,GRAFTON ST,DUMONT AVE,UNION ST,BROOKLYN,16,"08, 09","19, 25",55,41,1/24/1986,,,YES,,11/28/2023
1/1/2024,TWIN PARKS WEST (SITES 1 & 2),NY005012270,227,227,363,363,NY005178,FEDERAL,CONVENTIONAL,NEW CONST,,311,312,"1,504.50",4.84,,902,902,,,1,0,7,16,"189,384.00",4.35,"189,384",4.35,"33,186","3,411,979",17.52%,207,"$14,286,716","$9,424",$579,WEBSTER AVE,E 182ND ST,TIEBOUT AVE,E 184TH ST,BRONX,5,15,33,86,15,9/30/1974,,,,,10/31/2018
1/1/2024,UNION AVENUE-EAST 163RD STREET,NY005013420,342,342,753,753,NY005214,FEDERAL,TURNKEY,NEW CONST (ELD),,191,200,668.5,3.5,0,216,216,,,1,0,1,9,"115,299.00",2.65,"115,299",2.65,"18,632","1,502,857",16.16%,82,"$12,675,000","$18,107",$326,E 165TH ST,PROSPECT AVE,E 163RD ST,UNION AVE,BRONX,3,15,32,79,17,3/11/1985,,EXCLUSIVELY,YES,,09/28/2023
1/1/2024,UNION AVENUE-EAST 166TH STREET,NY005013420,356,342,768,753,NY005291,FEDERAL,TURNKEY,NEW CONST,,118,120,532,4.51,0,253,253,,,6,0,20,3,"98,707.00",2.27,"98,707",2.27,"38,943","1,022,257",39.45%,111,"$9,239,549","$17,142",$604,E 166TH ST,PROSPECT AVE,HOME ST,UNION AVE,BRONX,3,15,32,79,17,9/1/1988,,,YES,,09/28/2023
1/1/2024,WASHINGTON HEIGHTS REHAB (GROUPS 1&2),NY005013090,293,309,563,341,NY005221,FEDERAL,CONVENTIONAL,REHAB,,214,216,909,4.25,0,405,405,,,5,0,6,5—6,"57,544.00",1.32,"57,544",1.32,"40,754","2,421,442",70.82%,307,"$22,610,848","$24,631",$466,W 176TH ST,AMSTERDAM AVE,W 177TH ST,AUDUBON AVE,MANHATTAN,12,13,31,72,10,5/1/1988,,,YES,,11/30/2020
1/1/2024,WASHINGTON HEIGHTS REHAB PHASE III (FORT WASHINGTON),NY005013090,523,309,756,341,NY005284B,FEDERAL,TURNKEY,REHAB,,87,88,386.5,4.44,0,176,176,,,7,0,7,5,"25,086.00",0.58,"25,086",0.58,"18,156","1,113,273",72.38%,303,"$6,178,887","$15,823",$532,W 163RD ST,W 164TH ST,W 165TH ST,AMSTERDAM AVE,MANHATTAN,12,13,31,72,10,11/30/1987,,,YES,,11/30/2020
1/1/2024,WASHINGTON HEIGHTS REHAB PHASE III (HARLEM RIVER),NY005010030,329,3,382,754,NY005284A,FEDERAL,TURNKEY,REHAB,,14,14,63,4.5,0,30,30,,,1,0,1,5,"3,946.00",0.09,"3,946",0.09,"3,393","179,577",85.99%,333,"$996,698","$15,821",$617,W 156TH ST,BROADWAY,AMSTERDAM AVE,,MANHATTAN,12,13,31,71,10,11/30/1987,,,YES,,11/30/2020
1/1/2024,WASHINGTON HEIGHTS REHAB PHASE IV (C),NY005013090,330,309,788,341,NY005228,FEDERAL,CONVENTIONAL,REHAB,,32,32,129,4.03,0,67,67,,,2,0,2,5,"8,593.00",0.2,"8,593",0.2,"6,012","323,625",69.96%,335,"$3,052,119","$23,660",$514,W 176TH ST,AMSTERDAM AVE,W 177TH ST,AUDUBON AVE,MANHATTAN,12,13,31,72,10,10/1/1990,,,YES,,11/30/2020
1/1/2024,WASHINGTON HEIGHTS REHAB PHASE IV (D),NY005013090,331,309,789,341,NY005229,FEDERAL,CONVENTIONAL,REHAB,,32,32,132,4.13,0,60,60,,,2,0,2,5,"8,743.00",0.2,"8,743",0.2,"6,127","329,815",70.08%,300,"$3,007,393","$22,783",$578,W 176TH ST,AMSTERDAM AVE,,AUDUBON AVE,MANHATTAN,12,13,31,72,10,7/1/1990,,,YES,,11/30/2020
1/1/2024,WEEKSVILLE GARDENS,NY005010310,229,31,357,357,NY005132,FEDERAL,TURNKEY,NEW CONST,,249,257,"1,254.50",5.04,,697,697,,,2,0,14,4—5,"141,365.00",3.25,"141,365",3.25,"63,228","2,929,695",44.73%,214,"$7,871,249","$6,073",$619,PACIFIC ST,SCHENECTADY AVE,DEAN ST,TROY AVE,BROOKLYN,8,9,20,56,36,4/30/1974,,,,,02/12/2020
1/1/2024,WILLIAMS PLAZA,NY005021280,128,128,443,443,NY005385,MIXED FINANCE/LLC2,CONVENTIONAL,NEW CONST,134,571,577,"2,624.50",4.6,309,981,"1,290",,,5,0,5,14—21,"242,859.00",5.58,"242,859",5.58,"39,895","5,239,694",16.43%,231,"$11,631,000","$4,390",$496,ROEBLING ST,BROADWAY,DIVISION AVE,MARCY AVE,BROOKLYN,1,7,18,50,34,4/30/1964,,,,,02/12/2020
1/1/2024,WILLIAMSBURG,NY005000020,2,2,200,200,NY005041,FEDERAL,CONVENTIONAL,NEW CONST,,"1,564","1,621","6,292.00",4.02,0,"2,873","2,873",,,20,1,,4,"1,016,895.00",23.34,"927,103",21.28,"326,716","14,056,383",32.13%,123,"$13,063,992","$2,266",$508,LEONARD ST,BUSHWICK AVE,MAUJER ST,SCHOLES ST,BROOKLYN,1,7,18,53,34,4/10/1938,,,,,12/28/2021
1/1/2024,WISE TOWERS,NY005021270,127,127,445,445,NY005386,MIXED FINANCE/LLC2,CONVENTIONAL,NEW CONST,115,389,399,"1,707.50",4.39,248,488,736,,,2,1,4,19,"100,247.00",2.3,"100,247",2.3,"34,702","3,685,586",34.62%,320,"$7,774,000","$4,441",$591,W 90TH ST,W 91ST ST,COLUMBUS AVE,AMSTERDAM AVE,MANHATTAN,7,12,47,69,6,1/31/1965,,,,,11/30/2020
